899.707031	0.212557	0.277675	-0.117113	0.299640	-0.187652	0.070651	0.211417
899.710937	-0.094308	-0.144185	0.136323	-0.114948	-0.160323	-0.027979	-0.085248
899.714844	0.069384	0.001073	0.273431	-0.055601	0.019705	-0.088337	-0.298957
899.718750	0.418482	0.191168	0.230442	0.196800	0.179637	-0.146546	0.101023
899.722656	0.351258	0.190663	0.086748	0.159613	-0.007875	-0.025373	0.271843
899.726562	0.207046	-0.058094	0.229057	-0.133416	-0.085129	-0.067950	0.211928
899.730469	0.143542	-0.181883	0.430728	-0.169159	0.159873	-0.188884	0.160015
899.734375	0.227891	0.229710	0.081403	0.276725	0.087366	-0.019335	0.108179
899.738281	0.310644	0.387612	-0.137233	0.347418	-0.091636	0.118599	0.209321
899.742187	0.042633	-0.032384	0.194362	0.025204	-0.163505	0.222112	0.091734
899.746094	-0.071870	-0.298791	0.423032	-0.112256	-0.073542	0.103622	-0.213892
899.750000	0.158177	0.046994	0.198257	0.265802	0.023057	-0.095534	-0.116052
899.753906	0.264157	0.332353	-0.048139	0.485785	0.019018	-0.043668	0.234309
899.757812	0.162066	0.084392	0.016004	0.074084	0.023416	0.051653	0.181660
899.761719	-0.083598	-0.106694	0.328856	-0.211663	-0.062791	0.040009	-0.125226
899.765625	-0.080457	-0.037404	0.431630	-0.125688	0.113243	-0.102480	-0.090927
899.769531	0.112768	0.354771	-0.074208	0.412081	0.088990	-0.008795	0.103210
899.773437	-0.078544	0.538819	-0.244452	0.369521	-0.158587	0.155602	0.187600
899.777344	-0.322882	-0.015177	0.163675	-0.362042	-0.016534	0.063750	0.076101
899.781250	-0.198412	-0.122896	0.144245	-0.014295	-0.095483	-0.009793	-0.278504
899.785156	0.060872	0.373337	-0.211967	0.490373	-0.166985	-0.023224	-0.125640
899.789062	0.128912	0.177381	-0.200364	0.077401	0.146375	-0.029035	0.275769
899.792969	-0.129698	-0.261842	0.167708	-0.257839	0.143477	-0.041442	0.145153
899.796875	-0.122122	-0.207381	0.303953	-0.295049	0.009066	-0.084757	0.047554
899.800781	0.390182	0.014041	0.015576	-0.021396	0.107066	-0.128121	0.062897
899.804687	0.527250	0.243293	-0.126565	0.317625	0.089570	-0.077680	0.230122
899.808594	0.064485	0.017433	0.228827	-0.003807	0.111038	0.057185	0.343553
899.812500	-0.266781	-0.080096	0.321628	-0.203141	0.054995	0.079624	-0.081262
899.816406	0.005236	0.450516	-0.016333	0.176059	-0.126829	0.012272	-0.148480
899.820312	0.288097	0.348128	-0.132105	0.231322	-0.009519	0.038923	0.259857
899.824219	-0.066929	-0.124699	0.006428	-0.029729	-0.006460	-0.056722	0.325762
899.828125	-0.404587	-0.140303	0.213540	-0.207175	-0.149795	-0.164523	-0.052287
899.832031	-0.117477	0.030226	0.033082	-0.100448	-0.180121	0.026962	-0.267283
899.835937	0.204734	0.217141	-0.288720	0.210186	-0.116975	0.016357	0.096163
899.839844	-0.076281	0.068274	-0.132302	0.131038	0.028858	-0.087097	0.316910
899.843750	-0.366754	-0.285985	0.136058	-0.295421	-0.061461	-0.048737	0.052995
899.847656	-0.017510	-0.137212	0.201167	-0.281413	-0.060017	-0.180333	-0.248583
899.851562	0.390084	0.294408	0.006517	0.168730	0.106726	-0.120563	-0.136338
899.855469	0.288212	0.177563	-0.043500	0.138387	-0.011516	-0.127044	0.309827
899.859375	-0.013376	-0.204671	0.362703	-0.309821	-0.005080	-0.288949	0.306353
899.863281	0.000794	-0.137788	0.344141	-0.249998	0.059114	0.014746	-0.099327
899.867187	0.270164	0.308044	-0.109857	0.236938	-0.081841	0.094847	-0.167158
899.871094	0.299790	0.485532	-0.152184	0.285397	-0.018001	-0.075100	0.128280
899.875000	-0.007992	-0.036533	0.100964	-0.123806	0.033941	0.135855	0.271970
899.878906	-0.113731	-0.308662	0.281008	-0.161581	-0.056604	0.153241	0.024417
899.882812	0.075136	0.244274	0.023334	0.179605	-0.052625	-0.064937	-0.262933
899.886719	0.153190	0.535711	-0.222613	0.226103	-0.024719	-0.119681	-0.019850
899.890625	0.142022	0.038365	0.095784	0.078762	0.071308	-0.049523	0.381651
899.894531	-0.015185	-0.326792	0.278352	-0.026259	0.186427	0.000288	0.188304
899.898437	-0.018633	0.122437	0.094055	-0.015822	0.083962	-0.047408	-0.099946
899.902344	0.422437	0.572970	-0.107332	0.331847	-0.076732	-0.014847	0.046853
899.906250	0.421563	0.273167	0.000642	0.331476	-0.038756	0.013175	0.260392
899.910156	0.023168	-0.117728	0.311256	-0.208270	-0.047854	0.048387	0.109206
899.914062	0.120493	-0.000464	0.277034	-0.163437	-0.053308	0.038850	-0.057773
899.917969	0.372548	0.307421	0.085608	0.306480	0.076599	-0.133403	0.206976
899.921875	0.268153	0.348622	-0.018172	0.309616	-0.024428	-0.076413	0.295016
899.925781	-0.017990	-0.078250	0.066059	-0.037909	-0.138354	-0.074200	0.163811
899.929687	-0.082182	-0.264672	0.346115	-0.065324	-0.003434	-0.127686	0.040073
899.933594	0.174423	0.291251	0.253507	0.376539	0.003017	0.019350	-0.048579
899.937500	0.398423	0.434146	-0.052469	0.404231	-0.143783	-0.037399	0.306257
899.941406	0.108845	0.025731	0.110263	-0.105536	-0.165354	-0.114889	0.399503
899.945312	-0.242339	0.033276	0.373709	-0.194142	-0.036089	-0.056476	0.060717
899.949219	0.248817	0.222277	0.239498	0.256152	-0.000688	0.068596	-0.002719
899.953125	0.635755	0.325338	0.096719	0.389555	0.022802	0.034067	0.265623
899.957031	0.158207	0.205500	0.147123	0.037009	0.148948	-0.117777	0.492095
899.960937	-0.107519	-0.125436	0.260350	-0.094206	-0.021703	0.018792	0.108550
899.964844	0.140240	0.140507	0.248831	0.191913	-0.181315	-0.013903	-0.114063
899.968750	0.351890	0.663490	-0.069516	0.535020	-0.026415	-0.158198	0.309189
899.972656	0.346808	0.327860	-0.029872	0.337496	0.124888	-0.064275	0.508179
899.976562	0.183893	-0.079566	0.393169	-0.046593	0.178838	-0.044041	0.403085
899.980469	0.140771	0.241596	0.381987	0.248207	0.000943	0.088576	0.178663
899.984375	0.350490	0.547444	0.116776	0.572544	-0.049139	0.120605	0.144814
899.988281	0.530557	0.537374	-0.041186	0.397332	0.158381	-0.166112	0.528466
899.992187	0.305427	0.137838	0.104427	0.079941	0.061773	-0.188884	0.468165
899.996094	0.142205	-0.078661	0.373208	0.114208	-0.147440	0.063677	-0.035200
900.000000	0.476175	0.443085	0.104644	0.593943	-0.161847	0.138647	-0.054235
900.003906	0.389301	0.644737	-0.268041	0.730196	-0.217337	0.044232	0.211474
900.007812	-0.014958	0.256533	0.127657	0.282325	-0.099850	0.105258	0.384713
900.011719	-0.076266	0.026560	0.584893	-0.026306	0.002354	0.071336	0.225444
900.015625	0.142527	0.270653	0.279605	0.347156	-0.146211	-0.186788	-0.096764
900.019531	0.731172	0.559765	-0.021918	0.690340	0.114107	-0.141050	0.315324
900.023437	0.667454	0.434310	0.107639	0.373200	0.314175	0.139177	0.690044
900.027344	0.131847	0.299167	0.375773	0.050817	0.146157	0.181164	0.298982
900.031250	0.396689	0.314517	0.503562	0.155004	0.123937	0.022977	0.295755
900.035156	0.654012	0.571833	0.216207	0.531574	0.068528	-0.022119	0.558756
900.039062	0.492900	0.712998	0.037530	0.601043	-0.094089	0.069000	0.604593
900.042969	0.208570	0.184407	0.282809	0.174014	-0.156010	0.074210	0.579933
900.046875	0.095074	0.090009	0.476650	0.068589	0.003923	-0.013276	0.194485
900.050781	0.513508	0.647601	0.219747	0.465095	-0.047581	-0.010469	0.226381
900.054687	0.583468	0.616269	-0.080910	0.534140	0.056358	0.150187	0.683024
900.058594	0.147664	0.184688	0.236678	0.102898	0.386527	0.173275	0.485053
900.062500	-0.136437	0.045661	0.372121	-0.004706	-0.013020	-0.025295	0.059337
900.066406	0.098331	0.298584	0.142637	0.355150	-0.134759	-0.058995	0.097123
900.070312	0.587454	0.708712	0.232639	0.493451	0.160639	0.010632	0.441230
900.074219	0.449923	0.504227	0.227068	0.233000	-0.057659	0.144090	0.449251
900.078125	0.208589	-0.176812	0.367403	-0.183023	0.007193	0.078701	0.168514
900.082031	0.378235	0.129234	0.421986	0.030038	0.208547	-0.099396	0.226131
900.085937	0.696970	0.876202	0.115224	0.610805	0.170796	0.118915	0.457923
900.089844	0.631456	0.566158	0.365856	0.208282	0.178776	0.070559	0.679214
900.093750	0.099773	0.116367	0.475337	-0.216713	0.028546	0.024213	0.585973
900.097656	0.282000	0.243069	0.223500	0.186031	0.013262	0.202562	0.212159
900.101562	0.749265	0.576905	0.255207	0.558599	0.065121	0.048867	0.303514
900.105469	0.550990	0.458049	0.175879	0.595924	-0.020915	0.065068	0.417723
900.109375	0.116308	-0.112542	0.363693	0.258744	-0.014707	0.145018	0.272672
900.113281	-0.090476	0.085688	0.527362	0.206120	-0.004961	0.051756	0.134508
900.117187	0.261603	0.560407	0.108589	0.709652	0.029923	0.175293	-0.041318
900.121094	0.508954	0.484657	-0.027236	0.733505	0.008917	0.287313	0.322542
900.125000	0.132201	0.190838	0.305684	0.210297	-0.081323	-0.065762	0.520110
900.128906	0.173154	-0.167513	0.602502	-0.124591	0.018407	-0.191047	0.048132
900.132812	0.577303	0.236982	0.246877	0.132863	0.097130	0.132343	0.155455
900.136719	0.547497	0.797536	-0.210260	0.559123	-0.008285	0.016867	0.418096
900.140625	0.302064	0.181698	0.132079	0.287472	-0.091814	-0.018182	0.162694
900.144531	-0.125823	-0.076122	0.237626	-0.047243	-0.195337	0.110539	-0.002862
900.148437	-0.153724	0.381516	-0.002569	0.181845	-0.212233	-0.090901	-0.121991
900.152344	0.313723	0.334503	-0.015778	0.352713	-0.163350	0.032258	-0.127891
900.156250	0.287337	0.106688	0.061468	0.063812	-0.108901	0.106266	0.189130
900.160156	-0.094332	-0.109604	0.393229	-0.274855	0.077539	-0.147348	0.271030
900.164062	-0.086537	0.002184	0.322213	0.114469	-0.042379	-0.088480	0.115016
900.167969	0.430667	0.377073	-0.094314	0.609517	-0.182335	0.011089	0.205387
900.171875	0.384485	0.510960	-0.019969	0.464044	-0.023107	0.001925	0.280596
900.175781	-0.246822	0.236555	0.217556	0.118274	-0.090993	0.052369	0.141890
900.179687	-0.141564	-0.207368	0.271008	-0.213999	-0.073246	-0.159021	-0.047932
900.183594	0.347953	0.233704	0.131779	0.071116	0.030458	-0.264856	-0.131875
900.187500	0.502957	0.468975	0.147833	0.412153	-0.122705	0.090437	0.080627
900.191406	0.161991	-0.149408	0.243204	-0.058213	-0.191654	0.210571	0.244144
900.195312	-0.198817	0.011759	0.132500	-0.065070	-0.170553	0.136185	0.141743
900.199219	0.194183	0.377604	0.205488	0.229814	-0.091896	0.042866	0.040252
900.203125	0.453655	0.314440	0.116499	0.188995	-0.020329	-0.161416	0.073244
900.207031	0.099010	0.091348	0.119955	0.131350	-0.097190	-0.151846	0.275272
900.210937	-0.056679	-0.229903	0.547893	-0.003980	-0.118900	-0.061485	0.258994
900.214844	0.047567	0.000397	0.420525	0.238680	-0.031831	0.118631	-0.099896
900.218750	0.230893	0.372081	0.050816	0.378528	0.175488	0.160676	-0.071166
900.222656	0.444450	0.239334	0.066311	0.136742	0.252870	-0.049082	0.300626
900.226562	0.239810	-0.136640	0.335232	-0.039494	0.139462	-0.025392	0.165619
900.230469	-0.094602	-0.104836	0.526006	-0.134377	0.029708	0.038302	-0.101234
900.234375	0.210139	0.350716	0.149583	0.212144	-0.069457	0.013118	0.024311
900.238281	0.538401	0.358141	-0.004737	0.178236	-0.021376	-0.087293	0.080808
900.242187	0.200114	-0.055597	0.415061	-0.333080	-0.096326	-0.175051	0.077307
900.246094	-0.062913	-0.234263	0.489517	-0.223775	0.078683	0.023268	0.080725
900.250000	0.360107	0.112054	0.139891	0.074472	0.300500	0.165502	0.052877
900.253906	0.584990	0.401224	0.024481	0.362806	-0.054831	0.164165	0.232734
900.257812	0.097052	-0.008333	0.321933	0.051771	-0.074811	0.011053	0.241981
900.261719	-0.133479	-0.218373	0.454385	-0.646007	0.025990	-0.059349	-0.045766
900.265625	0.114698	0.197662	0.232225	-0.041561	-0.027205	0.194377	-0.109333
900.269531	0.342327	0.304986	0.033217	0.367444	0.200663	0.055621	0.135913
900.273437	0.344664	-0.065999	0.180201	-0.118261	0.260635	-0.101428	0.342680
900.277344	0.018925	-0.299286	0.397205	-0.051250	0.125416	0.137357	0.139777
900.281250	-0.030172	-0.130496	0.201522	0.018693	0.108843	0.163152	-0.171855
900.285156	0.381899	0.264428	0.047059	0.242236	0.112547	0.081086	0.032901
900.289062	0.102045	0.238904	0.133971	0.234756	-0.015881	0.067832	0.430752
900.292969	-0.509943	-0.272374	0.318168	-0.431134	-0.060673	0.029066	0.239652
900.296875	-0.232756	-0.165852	0.398736	-0.133192	-0.005334	-0.052379	-0.251097
900.300781	0.093938	0.323348	0.035936	0.404081	-0.063166	-0.111093	-0.216098
900.304687	-0.005430	0.205091	-0.146438	0.162733	-0.106659	-0.130903	0.209139
900.308594	-0.171771	-0.134804	0.121921	-0.078757	0.017665	-0.197534	0.324085
